"Date","Site","City/Town","Expected Substance","Fentanyl Test Strip","Benzo Test Strip","FTIR Spectrometer"
"2020-02-26","Insite","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Erythritol', 'Sucrose']"
"2020-02-26","Insite","Vancouver","Heroin","False","False","['Caffeine', 'Heroin HCl', 'Inositol']"
"2020-02-26","Insite","Vancouver","5-MeO-MiPT","False","N/A","['Uncertain Match']"
"2020-02-26","ASK Wellness (Mobile)","Kamloops","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl HCl', 'Mannitol']"
"2020-02-26","Insite","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-26","ASK Wellness (Mobile)","Kamloops","2C-B","False","N/A","['Ketamine HCl', 'Uncertain Match']"
"2020-02-26","Insite","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol', 'Uncertain Match']"
"2020-02-26","Insite","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Inositol', 'Uncertain Match', 'Ascorbic Acid']"
"2020-02-26","Insite","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-26","Insite","Vancouver","Unknown","True","False","['Caffeine', 'Fentanyl or Analog', 'Inositol', 'Mannitol']"
"2020-02-26","Insite","Vancouver","Heroin","False","False","['Caffeine', 'Heroin HCl', 'Inositol']"
"2020-02-26","Insite","Vancouver","Unknown","True","True","['Caffeine', 'Fentanyl HCl', 'Inositol', 'Mannitol']"
"2020-02-26","ASK Wellness","Kamloops","Fentanyl","True","N/A","['Caffeine', 'Fentanyl HCl', 'Inositol', 'Procaine HCl']"
"2020-02-26","Insite","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-02-26","Insite","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-02-26","ASK Wellness","Kamloops","Unknown","False","N/A","['Methamphetamine HCl']"
"2020-02-26","Insite","Vancouver","4-MeO-MiPT","False","N/A","['5-MeO-MiPT']"
"2020-02-26","Insite","Vancouver","Unknown","N/A","N/A","['Lactose', 'Melatonin']"
"2020-02-26","ASK Wellness","Kamloops","Fentanyl and Heroin","True","N/A","['Caffeine', 'Fentanyl HCl', 'Heroin HCl']"
"2020-02-26","Insite","Vancouver","Down (Unknown Opioid)","True","True","['Caffeine', 'Fentanyl or Analog', 'Erythritol', 'Mannitol', 'Polyethylene Glycol']"
"2020-02-25","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Mannitol']"
"2020-02-25","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-25","ASK Wellness (Mobile)","Kamloops","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl HCl']"
"2020-02-25","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDA', 'Uncertain Match']"
"2020-02-25","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-02-25","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-25","ASK Wellness (Mobile)","Kamloops","Crack Cocaine","False","N/A","['Cocaine Base', 'Phenacetin']"
"2020-02-25","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl or Analog', 'Inositol', 'Mannitol']"
"2020-02-25","ASK Wellness (Mobile)","Kamloops","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Acetaminophen', 'Uncertain Match']"
"2020-02-25","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-02-25","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Mannitol']"
"2020-02-25","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl', 'Benzocaine']"
"2020-02-25","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Mannitol']"
"2020-02-25","ASK Wellness (Mobile)","Kamloops","MDA","False","N/A","['Caffeine', 'Dimethyl Sulfone', 'MDMA Methylene Analog']"
"2020-02-25","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-25","GYDT - Walk-in","Vancouver","Heroin","N/A","False","['Caffeine', 'Fentanyl or Analog', 'Uncertain Carbohydrate', 'Xylitol']"
"2020-02-25","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Erythritol', 'Lactose']"
"2020-02-25","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl', 'Dimethyl Sulfone']"
"2020-02-25","GYDT - Mail-in","Mail In","Amphetamine","False","N/A","['Caffeine', 'Methamphetamine HCl', 'Microcrystalline Cellulose']"
"2020-02-25","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-24","GYDT - Walk-in","Vancouver","5-MeO-DiPT","False","N/A","['5-MeO-DiPT']"
"2020-02-24","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl']"
"2020-02-24","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl', 'Mannitol']"
"2020-02-24","GYDT - Mail-in","Mail In","Sildenafil","False","N/A","['Microcrystalline Cellulose', 'Sildenafil Citrate']"
"2020-02-24","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-24","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Caffeine', 'Methamphetamine HCl']"
"2020-02-24","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine']"
"2020-02-24","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-24","GYDT - Walk-in","Vancouver","5-MeO-DMT","False","N/A","['5-MeO-DMT']"
"2020-02-24","GYDT - Walk-in","Vancouver","4-AcO-DMT","False","N/A","['4-AcO-DMT']"
"2020-02-24","GYDT - Walk-in","Vancouver","4-AcO-DMT","False","N/A","['4-AcO-DMT']"
"2020-02-24","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Fentanyl HCl', 'Uncertain Match']"
"2020-02-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-02-22","GYDT - Walk-in","Vancouver","Fentanyl","True","N/A","['Propionanilide']"
"2020-02-22","GYDT - Walk-in","Vancouver","Unknown","N/A","N/A","['No Library Match']"
"2020-02-22","GYDT - Walk-in","Vancouver","DMT","N/A","N/A","['Uncertain Oil', 'DMT']"
"2020-02-22","GYDT - Walk-in","Vancouver","4-AcO-DMT","False","N/A","['4-AcO-DMT']"
"2020-02-22","GYDT - Walk-in","Vancouver","2C-B","N/A","N/A","['2C-B']"
"2020-02-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine']"
"2020-02-22","GYDT - Walk-in","Vancouver","Crack Cocaine","False","N/A","['Cocaine Base']"
"2020-02-22","GYDT - Walk-in","Vancouver","Unknown","N/A","N/A","['No Library Match']"
"2020-02-22","GYDT - Walk-in","Vancouver","Methadone","False","N/A","['Sugar Uncertain', 'Water']"
"2020-02-22","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['Plain flour']"
"2020-02-22","GYDT - Walk-in","Vancouver","Unknown","N/A","N/A","['Uncertain Oil', 'DMT']"
"2020-02-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl HCl']"
"2020-02-22","GYDT - Walk-in","Vancouver","DMT","False","N/A","['DMT Base']"
"2020-02-22","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-22","GYDT - Walk-in","Vancouver","5-MeO-MiPT","N/A","N/A","['Uncertain Match']"
"2020-02-22","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Acetaminophen', 'Caffeine', 'Fentanyl HCl', 'Inositol']"
"2020-02-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-02-22","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","True","['Caffeine', 'Erythritol']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Unknown","False","N/A","['Cocaine HCl']"
"2020-02-21","GYDT - Walk-in","Vancouver","4-HO-MiPT","N/A","N/A","['4-HO-MiPT']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Acetaminophen', 'Caffeine', 'Inositol']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","False","False","['No Library Match']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-02-21","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog']"
"2020-02-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Lactose', 'Mannitol', 'MDMA']"
"2020-02-21","GYDT - Mail-in","Mail In","4-HO-MET","False","N/A","['Uncertain Match']"
"2020-02-21","GYDT - Walk-in","Vancouver","Heroin","False","False","['Caffeine', 'Heroin HCl']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","False","N/A","['Cocaine HCl']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Sugar Uncertain']"
"2020-02-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Fentanyl","True","N/A","['Caffeine', 'Sugar Uncertain']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Propionanilide']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Fentanyl","True","N/A","['Caffeine', 'Sugar Uncertain']"
"2020-02-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-21","GYDT - Walk-in","Vancouver","4-HO-MiPT","N/A","N/A","['5-MeO-MiPT']"
"2020-02-21","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Fentanyl","True","N/A","['Caffeine', 'Uncertain Match']"
"2020-02-21","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Acetaminophen', 'Caffeine']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Cocaine","False","N/A","['Cocaine HCl', 'Phenacetin']"
"2020-02-21","Overdose Prevention Society","Vancouver","Fentanyl","True","False","['Fentanyl HCl', 'Uncertain Match']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol', 'Uncertain Match']"
"2020-02-21","ASK Wellness (Mobile)","Vernon","Fentanyl","True","N/A","['Caffeine', 'Sugar Uncertain']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol', 'Sucrose']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","False","False","['NPP']"
"2020-02-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Mannitol']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Propionanilide']"
"2020-02-21","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Calcium Carbonate']"
"2020-02-20","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ASK Wellness","Merritt","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl or Analog', 'Xylitol']"
"2020-02-20","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","True","['Caffeine', 'Erythritol']"
"2020-02-20","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDMA']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-02-20","ANKORS","Nelson","MDA","False","N/A","['MDA']"
"2020-02-20","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","MDA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Fentanyl HCl', 'Erythritol']"
"2020-02-20","GYDT - Mail-in","Mail In","Ketamine","Invalid","N/A","['Triprolidine']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Mannitol']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Fentanyl HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl', 'Phenacetin']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","ANKORS","Nelson","Fentanyl","True","False","['Caffeine', 'Sucrose', 'Uncertain Match']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Xylitol']"
"2020-02-20","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","Sildenafil","False","N/A","['Sildenafil Citrate']"
"2020-02-20","ASK Wellness","Penticton","Fentanyl","True","N/A","['Caffeine', 'Erythritol']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['Microcrystalline Cellulose', 'Phenacetin']"
"2020-02-20","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","GYDT - Mail-in","Mail In","2-FDCK","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Fentanyl HCl']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Ketamine HCl']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl', 'Phenacetin']"
"2020-02-20","ANKORS","Nelson","2C-B","False","N/A","['Sodium Bicarbonate']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Methamphetamine HCl', 'Cocaine Base', 'Uncertain Oil']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ASK Wellness","Merritt","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-20","ASK Wellness","Merritt","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","Unknown","True","N/A","['Caffeine', 'Mannitol']"
"2020-02-20","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ASK Wellness","Penticton","Crack Cocaine","False","N/A","['Cocaine Base', 'Phenacetin']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Mail-in","Mail In","Ketamine","False","N/A","['Magnesium Sulfate', 'Ketamine HCl']"
"2020-02-20","ANKORS","Nelson","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Propionanilide']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Fentanyl HCl', 'Erythritol']"
"2020-02-20","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ASK Wellness","Penticton","Fentanyl","True","N/A","['Caffeine', 'Erythritol', 'Uncertain Match']"
"2020-02-20","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Fentanyl HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ASK Wellness","Penticton","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Erythritol', 'Xylitol']"
"2020-02-20","ASK Wellness","Penticton","Fentanyl","True","N/A","['Caffeine', 'Erythritol']"
"2020-02-20","GYDT - Walk-in","Vancouver","Unknown","False","False","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","GYDT - Walk-in","Vancouver","Heroin","True","N/A","['Heroin HCl']"
"2020-02-20","ANKORS","Nelson","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","Ketamine","False","N/A","['Ketamine HCl']"
"2020-02-20","ASK Wellness","Penticton","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Xylitol']"
"2020-02-20","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl', 'Phenacetin']"
"2020-02-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-20","ANKORS","Nelson","MDMA","False","N/A","['MDMA']"
"2020-02-20","ANKORS","Nelson","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-20","ANKORS","Nelson","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-19","GYDT - Walk-in","Vancouver","Modafinil","False","N/A","['']"
"2020-02-19","ASK Wellness","Kamloops","Fentanyl","True","N/A","['Caffeine', 'Fentanyl HCl', 'Xylitol']"
"2020-02-19","ASK Wellness","Kamloops","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-19","ASK Wellness","Kamloops","Unknown","False","N/A","['Cocaine HCl', 'Inositol']"
"2020-02-18","GYDT - Walk-in","Vancouver","Crack Cocaine","False","False","['Cocaine Base']"
"2020-02-18","GYDT - Walk-in","Vancouver","Phenibut","False","N/A","['Phenibut']"
"2020-02-18","GYDT - Mail-in","Mail In","MDMA","False","N/A","['Eutylone']"
"2020-02-18","Molson OPS","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-02-18","Molson OPS","Vancouver","Fentanyl","True","True","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-02-18","GYDT - Walk-in","Vancouver","Heroin","False","False","['Caffeine', 'Heroin HCl']"
"2020-02-18","GYDT - Walk-in","Vancouver","Diazepam","False","N/A","['Starch', 'Diazepam']"
"2020-02-18","Molson OPS","Vancouver","Heroin","False","False","['Heroin HCl']"
"2020-02-18","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Heroin HCl', 'Mannitol']"
"2020-02-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Propionanilide', '4-ANPP']"
"2020-02-18","Molson OPS","Vancouver","Fentanyl","True","True","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-02-18","Molson OPS","Vancouver","Fentanyl","True","True","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-02-18","Molson OPS","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-18","Molson OPS","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-02-18","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl HCl', 'Inositol']"
"2020-02-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Methamphetamine HCl', 'Mannitol', 'Uncertain Match']"
"2020-02-18","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl', 'Benzocaine', 'Phenacetin']"
"2020-02-18","Overdose Prevention Society","Vancouver","Methamphetamine","False","False","['Methamphetamine HCl']"
"2020-02-18","GYDT - Walk-in","Vancouver","Oxycodone","False","N/A","['Sucrose']"
"2020-02-18","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl', 'Benzocaine', 'Phenacetin']"
"2020-02-18","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Fentanyl or Analog', 'Propionanilide']"
"2020-02-18","Overdose Prevention Society","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Methamphetamine HCl', 'Mannitol']"
"2020-02-18","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-18","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-02-18","GYDT - Walk-in","Vancouver","Fentanyl","False","False","['Uncertain Match', '4-ANPP']"
"2020-02-17","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Fentanyl HCl', 'Uncertain Match']"
"2020-02-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['No Library Match']"
"2020-02-17","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Uncertain Match', 'Propionanilide']"
"2020-02-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['No Library Match']"
"2020-02-17","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['Ketamine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['Cocaine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","Cocaine","N/A","N/A","['Cocaine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['Cocaine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['Ketamine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-02-17","GYDT - Walk-in","Vancouver","MDA","N/A","N/A","['MDA']"
"2020-02-17","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Fentanyl or Analog', 'Uncertain Match']"
"2020-02-16","GYDT - Walk-in","Vancouver","MDMA","N/A","N/A","['MDMA']"
"2020-02-16","GYDT - Walk-in","Vancouver","5-IAI","N/A","N/A","['No Library Match']"
"2020-02-16","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-16","GYDT - Walk-in","Vancouver","Alprazolam","False","True","['Cellulose', 'etizolam']"
"2020-02-16","GYDT - Walk-in","Vancouver","Ketamine","N/A","N/A","['Inositol', 'Ketamine HCl']"
"2020-02-16","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-02-16","GYDT - Walk-in","Vancouver","3-MeO-PCP","N/A","N/A","['3-MeO-PCP']"
